"layer"	"object"	"table"	"record_count"	"column_order"	"column_name"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"45"	"release_action_v62"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"46"	"release_version_v62"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"47"	"unmapped_reason_v62"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"48"	"v7_disposition"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"49"	"v7_rule"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"50"	"negative_evidence_id_v71"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"51"	"negative_release_layer_v71"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"52"	"positive_pair_match_v71"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"53"	"conflict_interpretation_v71"
"audit"	"contextual_negative_evidence"	"contextual_negative_evidence_v72.tsv.gz"	"1"	"54"	"release_version_v71"
"classification"	"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"22036"	"1"	"canonical_disease_id"
"classification"	"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"22036"	"2"	"anatomical_system_id"
"classification"	"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"22036"	"3"	"anatomical_system_name"
"classification"	"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"22036"	"4"	"source_anatomy_id"
"classification"	"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"22036"	"5"	"source_anatomy_name"
"classification"	"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"22036"	"6"	"assertion_status"
"classification"	"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"22036"	"7"	"mapping_method"
"classification"	"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"22036"	"8"	"keyword_classification_used"
"classification"	"disease_anatomical_system"	"disease_anatomical_system_v72.tsv.gz"	"22036"	"9"	"release_version_v71"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"1"	"canonical_disease_id"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"2"	"anatomy_id"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"3"	"anatomy_name"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"4"	"assertion_status"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"5"	"source_disease_id"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"6"	"hierarchy_distance"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"7"	"mapping_predicate"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"8"	"axiom_type"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"9"	"source_ontology"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"10"	"uberon_source"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"11"	"review_flag"
"relation"	"disease_anatomy"	"disease_anatomy_v72.tsv.gz"	"23666"	"12"	"release_version_v71"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"1"	"canonical_disease_id"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"2"	"preferred_name"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"3"	"entity_origin"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"4"	"mondo_id"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"5"	"is_obsolete"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"6"	"definition"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"7"	"exact_synonyms"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"8"	"related_synonyms"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"9"	"official_exact_source_ids"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"10"	"official_exact_source_id_count"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"11"	"in_protein_disease_relations"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"12"	"canonicalization_policy"
"entity"	"disease_entity_master"	"disease_entity_master_v72.tsv.gz"	"3739"	"13"	"release_version_v71"
"relation"	"disease_hierarchy"	"disease_hierarchy_v72.tsv.gz"	"46447"	"1"	"child_disease_id"
"relation"	"disease_hierarchy"	"disease_hierarchy_v72.tsv.gz"	"46447"	"2"	"parent_disease_id"
"relation"	"disease_hierarchy"	"disease_hierarchy_v72.tsv.gz"	"46447"	"3"	"hierarchy_predicate"
"relation"	"disease_hierarchy"	"disease_hierarchy_v72.tsv.gz"	"46447"	"4"	"source_ontology"
"relation"	"disease_hierarchy"	"disease_hierarchy_v72.tsv.gz"	"46447"	"5"	"source_version"
"relation"	"disease_hierarchy"	"disease_hierarchy_v72.tsv.gz"	"46447"	"6"	"release_version_v71"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"1"	"disease_source_entity_id"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"2"	"normalized_source_disease_id"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"3"	"raw_source_disease_ids"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"4"	"source_disease_names"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"5"	"source_ontologies"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"6"	"source_databases"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"7"	"source_relation_count"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"8"	"canonical_disease_id"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"9"	"canonicalization_status"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"10"	"mapping_predicate"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"11"	"candidate_mondo_ids"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"12"	"candidate_mondo_count"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"13"	"name_based_mapping_used"
"entity"	"disease_source_entity"	"disease_source_entity_v72.tsv.gz"	"6231"	"14"	"release_version_v71"
"classification"	"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"10860"	"1"	"canonical_disease_id"
"classification"	"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"10860"	"2"	"opentargets_disease_id"
"classification"	"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"10860"	"3"	"therapeutic_area_id"
"classification"	"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"10860"	"4"	"therapeutic_area_name"
"classification"	"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"10860"	"5"	"membership_type"
"classification"	"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"10860"	"6"	"source_database"
"classification"	"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"10860"	"7"	"source_version"
"classification"	"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"10860"	"8"	"keyword_classification_used"
"classification"	"disease_therapeutic_area"	"disease_therapeutic_area_v72.tsv.gz"	"10860"	"9"	"release_version_v71"
"relation"	"disease_xref_mapping"	"disease_xref_mapping_v72.tsv.gz"	"69356"	"1"	"source_disease_id"
"relation"	"disease_xref_mapping"	"disease_xref_mapping_v72.tsv.gz"	"69356"	"2"	"canonical_mondo_id"
"relation"	"disease_xref_mapping"	"disease_xref_mapping_v72.tsv.gz"	"69356"	"3"	"mapping_predicate"
"relation"	"disease_xref_mapping"	"disease_xref_mapping_v72.tsv.gz"	"69356"	"4"	"mapping_relation"
"relation"	"disease_xref_mapping"	"disease_xref_mapping_v72.tsv.gz"	"69356"	"5"	"official_mapping_source"
"relation"	"disease_xref_mapping"	"disease_xref_mapping_v72.tsv.gz"	"69356"	"6"	"identity_merge_candidate"
"relation"	"disease_xref_mapping"	"disease_xref_mapping_v72.tsv.gz"	"69356"	"7"	"exact_mapping_target_count"
"relation"	"disease_xref_mapping"	"disease_xref_mapping_v72.tsv.gz"	"69356"	"8"	"automatic_identity_merge_allowed"
"relation"	"disease_xref_mapping"	"disease_xref_mapping_v72.tsv.gz"	"69356"	"9"	"release_version_v71"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"1"	"conflict_id"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"2"	"target_uniprot_id"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"3"	"compound_internal_id"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"4"	"negative_evidence_count"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"5"	"negative_sources"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"6"	"conflict_type"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"7"	"automatic_interpretation"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"8"	"positive_retained"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"9"	"negative_retained_contextually"
"audit"	"evidence_conflict"	"evidence_conflict_v72.tsv.gz"	"1"	"10"	"release_version"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"1"	"evidence_id"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"2"	"source_database"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"3"	"source_version"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"4"	"source_record_id"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"5"	"pubmed_ids"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"6"	"doi"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"7"	"experiment_lineage_key"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"8"	"structure_lineage_key"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"9"	"evidence_modality"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"10"	"experiment_key_record_count"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"11"	"experiment_key_database_count"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"12"	"structure_key_record_count"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"13"	"structure_key_database_count"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"14"	"cross_database_experiment_mirror_status"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"15"	"cross_database_structure_mirror_status"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"16"	"independence_semantics"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"17"	"release_version"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"18"	"legacy_source_database_v72"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"19"	"legacy_source_record_id_v72"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"20"	"source_provenance_resolution_v72"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"21"	"distinct_database_is_not_independent_experiment_v72"
"lineage"	"evidence_lineage"	"evidence_lineage_v72.tsv.gz"	"942455"	"22"	"release_version_v72"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"1"	"evidence_id"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"2"	"source_database"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"3"	"source_record_id"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"4"	"source_target_identifier"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"5"	"canonical_uniprot_accession"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"6"	"target_entity_type_v71"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"7"	"target_entity_id_v71"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"8"	"protein_form_specificity_v71"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"9"	"protein_isoform_entity_id"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"10"	"processed_form_id"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"11"	"complex_target_id"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"12"	"assignment_resolution_v71"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"13"	"assignment_limitations_v71"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"14"	"release_version"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"15"	"legacy_source_database_v72"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"16"	"legacy_source_record_id_v72"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"17"	"target_entity_type_v72"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"18"	"target_entity_id_v72"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"19"	"protein_form_specificity_v72"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"20"	"assignment_policy_v72"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"21"	"record_retained_v72"
"lineage"	"evidence_target_entity_assignment"	"evidence_target_entity_assignment_v72.tsv.gz"	"942455"	"22"	"release_version_v72"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"1"	"expression_record_id"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"2"	"target_uniprot_id"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"3"	"membrane_protein_id"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"4"	"hpa_ensembl_gene_id"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"5"	"hpa_gene_name"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"6"	"source_dataset"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"7"	"source_version"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"8"	"measurement_layer"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"9"	"measurement_type"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"10"	"tissue"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"11"	"tissue_ontology_id"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"12"	"tissue_ontology_label"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"13"	"tissue_mapping_status"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"14"	"cell_type"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"15"	"cell_type_ontology_id"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"16"	"cell_type_ontology_label"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"17"	"cell_type_mapping_status"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"18"	"cluster"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"19"	"value"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"20"	"unit"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"21"	"detection_status"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"22"	"reliability"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"23"	"protein_mapping_status"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"24"	"module_version"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"25"	"v7_expression_layer"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"26"	"v7_mapping_state"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"27"	"mapping_status_v71"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"28"	"measurement_status_v71"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"29"	"detection_status_v71"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"30"	"assay_semantics_v71"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"31"	"biological_context_v71"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"32"	"mapped_measured_denominator_eligible_v71"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"33"	"missingness_limitation_v71"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"34"	"release_version_v71"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"35"	"legacy_v7_expression_layer_original"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"36"	"expression_layer_v711"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"37"	"measurement_status_v711"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"38"	"detection_status_v711"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"39"	"semantic_qc_v711"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"40"	"release_version_v711"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"41"	"hpa_denominator_policy_v72"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"42"	"hpa_missingness_status_v72"
"observation"	"expression_measurement"	"expression_measurement_v72.tsv.gz"	"3046789"	"43"	"release_version_v72"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"1"	"gene_entity_id"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"2"	"approved_symbol"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"3"	"canonical_uniprot_accession"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"4"	"canonical_membrane_class"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"5"	"canonical_evidence_level"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"6"	"isoform_count"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"7"	"isoform_confirmed_class_count"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"8"	"isoform_prediction_only_count"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"9"	"processed_form_count"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"10"	"gene_summary_semantics"
"entity"	"gene_membrane_summary"	"gene_membrane_summary_v72.tsv.gz"	"7800"	"11"	"release_version"
"observation"	"hpa_protein_coverage_state"	"hpa_protein_coverage_state_v72.tsv"	"7800"	"1"	"target_uniprot_id"
"observation"	"hpa_protein_coverage_state"	"hpa_protein_coverage_state_v72.tsv"	"7800"	"2"	"tissue_RNA_state"
"observation"	"hpa_protein_coverage_state"	"hpa_protein_coverage_state_v72.tsv"	"7800"	"3"	"cell_type_RNA_state"
"observation"	"hpa_protein_coverage_state"	"hpa_protein_coverage_state_v72.tsv"	"7800"	"4"	"IHC_state"
"observation"	"hpa_protein_coverage_state"	"hpa_protein_coverage_state_v72.tsv"	"7800"	"5"	"subcellular_localization_state"
"observation"	"hpa_protein_coverage_state"	"hpa_protein_coverage_state_v72.tsv"	"7800"	"6"	"interpretation"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"1"	"site_record_id"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"2"	"evidence_id"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"3"	"target_uniprot_id"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"4"	"compound_internal_id"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"5"	"compound_form_id"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"6"	"source_database"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"7"	"source_record_status"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"8"	"source_site_type"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"9"	"source_pdb_ids"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"10"	"source_reported_residues"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"11"	"mapped_structure_residues"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"12"	"unmapped_source_residues"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"13"	"requested_residue_count"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"14"	"mapped_residue_count"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"15"	"observed_residue_count"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"16"	"mapping_fraction"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"17"	"site_residue_status"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"18"	"coordinate_mapping_status"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"19"	"coordinate_mapping_method"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"20"	"coordinate_confidence"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"21"	"selected_pdb_id"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"22"	"selected_chain"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"23"	"candidate_chains"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"24"	"chain_assignment_status"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"25"	"chain_selection_basis"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"26"	"structure_ligand_relationship"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"27"	"structure_ligand_basis"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"28"	"membrane_side"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"29"	"site_public_interaction_eligible"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"30"	"coordinate_docking_eligible"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"31"	"site_release_layer"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"32"	"limitations"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"33"	"release_version"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"34"	"site_tier_v72"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"35"	"query_ligand_identity_confirmed_v72"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"36"	"residue_assertion_retained_v72"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"37"	"site_default_web_inclusion_v72"
"evidence"	"interaction_site"	"interaction_site_v72.tsv.gz"	"55610"	"38"	"release_version_v72"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"1"	"protein_isoform_entity_id"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"2"	"isoform_uniprot_accession"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"3"	"canonical_protein_entity_id"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"4"	"canonical_uniprot_accession"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"5"	"isoform_number"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"6"	"sequence_length"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"7"	"sequence_sha256"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"8"	"confirmed_membrane_class"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"9"	"predicted_membrane_class"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"10"	"primary_membrane_class"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"11"	"evidence_status"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"12"	"classification_basis"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"13"	"prediction_method"
"entity"	"isoform_membrane_class"	"isoform_membrane_class_v72.tsv.gz"	"9240"	"14"	"prediction_release_scope"
